Datum,Altersgruppe,Todesfaelle
2020-W20,60-64,912
2020-W20,65-69,1217
2020-W20,70-74,1421
2020-W20,75-79,2178
2020-W20,80-84,3283
2020-W20,85-89,3082
2020-W20,90-94,2290
2020-W20,95+,959
2020-W20,Insgesamt,17001
2020-W21,0-29,158
2020-W21,30-34,31
2020-W21,35-39,73
2020-W21,40-44,111
2020-W21,45-49,198
2020-W21,50-54,392
2020-W21,55-59,662
2020-W21,60-64,912
2020-W21,65-69,1234
2020-W21,70-74,1388
2020-W21,75-79,2124
2020-W21,80-84,3306
2020-W21,85-89,3216
2020-W21,90-94,2368
2020-W21,95+,990
2020-W21,Insgesamt,17163
2020-W22,0-29,124
2020-W22,30-34,45
2020-W22,35-39,103
2020-W22,40-44,95
2020-W22,45-49,167
2020-W22,50-54,387
2020-W22,55-59,694
2020-W22,60-64,980
2020-W22,65-69,1203
2020-W22,70-74,1348
2020-W22,75-79,2119
2020-W22,80-84,3217
2020-W22,85-89,3074
2020-W22,90-94,2269
2020-W22,95+,951
2020-W22,Insgesamt,16776
2020-W23,0-29,127
2020-W23,30-34,48
2020-W23,35-39,76
2020-W23,40-44,106
2020-W23,45-49,182
2020-W23,50-54,405
2020-W23,55-59,664
2020-W23,60-64,910
2020-W23,65-69,1210
2020-W23,70-74,1385
2020-W23,75-79,2127
2020-W23,80-84,3338
2020-W23,85-89,3162
2020-W23,90-94,2466
2020-W23,95+,1056
2020-W23,Insgesamt,17262
2020-W24,0-29,150
2020-W24,30-34,48
2020-W24,35-39,67
2020-W24,40-44,119
2020-W24,45-49,180
2020-W24,50-54,369
2020-W24,55-59,655
2020-W24,60-64,919
2020-W24,65-69,1156
2020-W24,70-74,1333
2020-W24,75-79,2052
2020-W24,80-84,3276
2020-W24,85-89,3004
2020-W24,90-94,2299
2020-W24,95+,974
2020-W24,Insgesamt,16601
2020-W25,0-29,150
2020-W25,30-34,57
2020-W25,35-39,72
2020-W25,40-44,101
2020-W25,45-49,192
2020-W25,50-54,372
2020-W25,55-59,680
2020-W25,60-64,905
2020-W25,65-69,1197
2020-W25,70-74,1374
2020-W25,75-79,2062
2020-W25,80-84,3153
2020-W25,85-89,2937
2020-W25,90-94,2195
2020-W25,95+,954
2020-W25,Insgesamt,16401
2020-W26,0-29,135
2020-W26,30-34,40
2020-W26,35-39,73
2020-W26,40-44,113
2020-W26,45-49,184
2020-W26,50-54,390
2020-W26,55-59,687
2020-W26,60-64,915
2020-W26,65-69,1238
2020-W26,70-74,1428
2020-W26,75-79,2179
2020-W26,80-84,3310
2020-W26,85-89,3183
2020-W26,90-94,2424
2020-W26,95+,994
2020-W26,Insgesamt,17293
2020-W27,0-29,126
2020-W27,30-34,77
2020-W27,35-39,77
2020-W27,40-44,109
2020-W27,45-49,189
2020-W27,50-54,367
2020-W27,55-59,702
2020-W27,60-64,945
2020-W27,65-69,1174
2020-W27,70-74,1366
2020-W27,75-79,2096
2020-W27,80-84,3120
2020-W27,85-89,2950
2020-W27,90-94,2213
2020-W27,95+,946
2020-W27,Insgesamt,16457
2020-W28,0-29,152
2020-W28,30-34,51
2020-W28,35-39,77
2020-W28,40-44,99
2020-W28,45-49,181
2020-W28,50-54,379
2020-W28,55-59,647
2020-W28,60-64,873
2020-W28,65-69,1173
2020-W28,70-74,1248
2020-W28,75-79,2040
2020-W28,80-84,3188
2020-W28,85-89,2839
2020-W28,90-94,2241
2020-W28,95+,954
2020-W28,Insgesamt,16142
2020-W29,0-29,133
2020-W29,30-34,57
2020-W29,35-39,63
2020-W29,40-44,106
2020-W29,45-49,177
2020-W29,50-54,395
2020-W29,55-59,667
2020-W29,60-64,917
2020-W29,65-69,1167
2020-W29,70-74,1340
2020-W29,75-79,2202
2020-W29,80-84,3161
2020-W29,85-89,2967
2020-W29,90-94,2272
2020-W29,95+,913
2020-W29,Insgesamt,16537
2020-W3,0-29,130
2020-W3,30-34,62
2020-W3,35-39,79
2020-W3,40-44,102
2020-W3,45-49,190
2020-W3,50-54,449
2020-W3,55-59,723
2020-W3,60-64,1003
2020-W3,65-69,1259
2020-W3,70-74,1459
2020-W3,75-79,2424
2020-W3,80-84,3701
2020-W3,85-89,3526
2020-W3,90-94,2746
2020-W3,95+,1100
2020-W3,Insgesamt,18953
2020-W30,0-29,137
2020-W30,30-34,49
2020-W30,35-39,83
2020-W30,40-44,105
2020-W30,45-49,173
2020-W30,50-54,371
2020-W30,55-59,646
2020-W30,60-64,949
2020-W30,65-69,1241
2020-W30,70-74,1324
2020-W30,75-79,2107
2020-W30,80-84,3351
2020-W30,85-89,3027
2020-W30,90-94,2366
2020-W30,95+,958
2020-W30,Insgesamt,16887
2020-W31,0-29,147
2020-W31,30-34,47
2020-W31,35-39,76
2020-W31,40-44,98
2020-W31,45-49,179
2020-W31,50-54,402
2020-W31,55-59,676
2020-W31,60-64,965
2020-W31,65-69,1200
2020-W31,70-74,1402
2020-W31,75-79,2181
2020-W31,80-84,3335
2020-W31,85-89,3185
2020-W31,90-94,2478
2020-W31,95+,1062
2020-W31,Insgesamt,17433
2020-W32,0-29,127
2020-W32,30-34,41
2020-W32,35-39,67
2020-W32,40-44,122
2020-W32,45-49,203
2020-W32,50-54,397
2020-W32,55-59,640
2020-W32,60-64,895
2020-W32,65-69,1247
2020-W32,70-74,1439
2020-W32,75-79,2111
2020-W32,80-84,3431
2020-W32,85-89,3170
2020-W32,90-94,2515
2020-W32,95+,1065
2020-W32,Insgesamt,17470
2020-W33,0-29,161
2020-W33,30-34,61
2020-W33,35-39,91
2020-W33,40-44,128
2020-W33,45-49,219
2020-W33,50-54,410
2020-W33,55-59,712
2020-W33,60-64,1037
2020-W33,65-69,1361
2020-W33,70-74,1537
2020-W33,75-79,2410
2020-W33,80-84,3958
2020-W33,85-89,3690
2020-W33,90-94,2821
2020-W33,95+,1124
2020-W33,Insgesamt,19720
2020-W34,0-29,139
2020-W34,30-34,34
2020-W34,35-39,69
2020-W34,40-44,113
2020-W34,45-49,171
2020-W34,50-54,332
2020-W34,55-59,693
2020-W34,60-64,909
2020-W34,65-69,1245
2020-W34,70-74,1445
2020-W34,75-79,2124
2020-W34,80-84,3438
2020-W34,85-89,3259
2020-W34,90-94,2539
2020-W34,95+,1049
2020-W34,Insgesamt,17559
2020-W35,0-29,146
2020-W35,30-34,48
2020-W35,35-39,62
2020-W35,40-44,87
2020-W35,45-49,139
2020-W35,50-54,357
2020-W35,55-59,648
2020-W35,60-64,896
2020-W35,65-69,1184
2020-W35,70-74,1297
2020-W35,75-79,2032
2020-W35,80-84,3241
2020-W35,85-89,3047
2020-W35,90-94,2420
2020-W35,95+,1052
2020-W35,Insgesamt,16656
2020-W36,0-29,128
2020-W36,30-34,41
2020-W36,35-39,65
2020-W36,40-44,111
2020-W36,45-49,163
2020-W36,50-54,383
2020-W36,55-59,679
2020-W36,60-64,909
2020-W36,65-69,1216
2020-W36,70-74,1397
2020-W36,75-79,2065
2020-W36,80-84,3266
2020-W36,85-89,3083
2020-W36,90-94,2268
2020-W36,95+,1015
2020-W36,Insgesamt,16789
2020-W37,0-29,144
2020-W37,30-34,58
2020-W37,35-39,74
2020-W37,40-44,100
2020-W37,45-49,190
2020-W37,50-54,375
2020-W37,55-59,617
2020-W37,60-64,921
2020-W37,65-69,1217
2020-W37,70-74,1402
2020-W37,75-79,2127
2020-W37,80-84,3421
2020-W37,85-89,3154
2020-W37,90-94,2383
2020-W37,95+,972
2020-W37,Insgesamt,17155
2020-W38,0-29,133
2020-W38,30-34,61
2020-W38,35-39,80
2020-W38,40-44,107
2020-W38,45-49,174
2020-W38,50-54,398
2020-W38,55-59,675
2020-W38,60-64,910
2020-W38,65-69,1184
2020-W38,70-74,1373
2020-W38,75-79,2267
2020-W38,80-84,3398
2020-W38,85-89,3318
2020-W38,90-94,2416
2020-W38,95+,1061
2020-W38,Insgesamt,17555
2020-W39,0-29,148
2020-W39,30-34,51
2020-W39,35-39,69
2020-W39,40-44,108
2020-W39,45-49,183
2020-W39,50-54,386
2020-W39,55-59,643
2020-W39,60-64,925
2020-W39,65-69,1281
2020-W39,70-74,1446
2020-W39,75-79,2142
2020-W39,80-84,3449
2020-W39,85-89,3161
2020-W39,90-94,2377
2020-W39,95+,1077
2020-W39,Insgesamt,17446
2020-W4,0-29,117
2020-W4,30-34,47
2020-W4,35-39,78
2020-W4,40-44,111
2020-W4,45-49,175
2020-W4,50-54,442
2020-W4,55-59,676
2020-W4,60-64,948
2020-W4,65-69,1329
2020-W4,70-74,1522
2020-W4,75-79,2502
2020-W4,80-84,3650
2020-W4,85-89,3456
2020-W4,90-94,2676
2020-W4,95+,1098
2020-W4,Insgesamt,18827
2020-W40,0-29,127
2020-W40,30-34,49
2020-W40,35-39,76
2020-W40,40-44,105
2020-W40,45-49,168
2020-W40,50-54,364
2020-W40,55-59,710
2020-W40,60-64,954
2020-W40,65-69,1167
2020-W40,70-74,1439
2020-W40,75-79,2177
2020-W40,80-84,3519
2020-W40,85-89,3268
2020-W40,90-94,2477
2020-W40,95+,1014
2020-W40,Insgesamt,17614
2020-W41,0-29,129
2020-W41,30-34,42
2020-W41,35-39,67
2020-W41,40-44,124
2020-W41,45-49,163
2020-W41,50-54,397
2020-W41,55-59,698
2020-W41,60-64,904
2020-W41,65-69,1275
2020-W41,70-74,1452
2020-W41,75-79,2092
2020-W41,80-84,3488
2020-W41,85-89,3182
2020-W41,90-94,2510
2020-W41,95+,978
2020-W41,Insgesamt,17501
2020-W42,0-29,112
2020-W42,30-34,46
2020-W42,35-39,71
2020-W42,40-44,104
2020-W42,45-49,176
2020-W42,50-54,378
2020-W42,55-59,695
2020-W42,60-64,973
2020-W42,65-69,1238
2020-W42,70-74,1515
2020-W42,75-79,2201
2020-W42,80-84,3397
2020-W42,85-89,3254
2020-W42,90-94,2512
2020-W42,95+,1082
2020-W42,Insgesamt,17754
2020-W43,0-29,140
2020-W43,30-34,51
2020-W43,35-39,89
2020-W43,40-44,104
2020-W43,45-49,178
2020-W43,50-54,371
2020-W43,55-59,743
2020-W43,60-64,979
2020-W43,65-69,1321
2020-W43,70-74,1546
2020-W43,75-79,2232
2020-W43,80-84,3573
2020-W43,85-89,3512
2020-W43,90-94,2631
2020-W43,95+,1118
2020-W43,Insgesamt,18588
2020-W44,0-29,141
2020-W44,30-34,44
2020-W44,35-39,81
2020-W44,40-44,92
2020-W44,45-49,184
2020-W44,50-54,386
2020-W44,55-59,636
2020-W44,60-64,964
2020-W44,65-69,1296
2020-W44,70-74,1546
2020-W44,75-79,2233
2020-W44,80-84,3780
2020-W44,85-89,3417
2020-W44,90-94,2682
2020-W44,95+,1102
2020-W44,Insgesamt,18584
2020-W45,0-29,125
2020-W45,30-34,46
2020-W45,35-39,74
2020-W45,40-44,107
2020-W45,45-49,154
2020-W45,50-54,383
2020-W45,55-59,717
2020-W45,60-64,991
2020-W45,65-69,1308
2020-W45,70-74,1558
2020-W45,75-79,2318
2020-W45,80-84,3674
2020-W45,85-89,3651
2020-W45,90-94,2715
2020-W45,95+,1186
2020-W45,Insgesamt,19007
2020-W46,0-29,127
2020-W46,30-34,39
2020-W46,35-39,74
2020-W46,40-44,100
2020-W46,45-49,192
2020-W46,50-54,398
2020-W46,55-59,673
2020-W46,60-64,977
2020-W46,65-69,1374
2020-W46,70-74,1605
2020-W46,75-79,2327
2020-W46,80-84,4062
2020-W46,85-89,3852
2020-W46,90-94,2749
2020-W46,95+,1178
2020-W46,Insgesamt,19727
2020-W47,0-29,132
2020-W47,30-34,56
2020-W47,35-39,74
2020-W47,40-44,128
2020-W47,45-49,172
2020-W47,50-54,399
2020-W47,55-59,724
2020-W47,60-64,998
2020-W47,65-69,1280
2020-W47,70-74,1574
2020-W47,75-79,2514
2020-W47,80-84,4053
2020-W47,85-89,3934
2020-W47,90-94,2934
2020-W47,95+,1210
2020-W47,Insgesamt,20182
2020-W48,0-29,116
2020-W48,30-34,44
2020-W48,35-39,73
2020-W48,40-44,96
2020-W48,45-49,202
2020-W48,50-54,402
2020-W48,55-59,743
2020-W48,60-64,1027
2020-W48,65-69,1352
2020-W48,70-74,1668
2020-W48,75-79,2544
2020-W48,80-84,4343
2020-W48,85-89,4170
2020-W48,90-94,3212
2020-W48,95+,1312
2020-W48,Insgesamt,21304
2020-W49,0-29,154
2020-W49,30-34,53
2020-W49,35-39,102
2020-W49,40-44,119
2020-W49,45-49,188
2020-W49,50-54,396
2020-W49,55-59,725
2020-W49,60-64,1043
2020-W49,65-69,1455
2020-W49,70-74,1866
2020-W49,75-79,2624
2020-W49,80-84,4669
2020-W49,85-89,4421
2020-W49,90-94,3403
2020-W49,95+,1386
2020-W49,Insgesamt,22604
2020-W5,0-29,160
2020-W5,30-34,41
2020-W5,35-39,79
2020-W5,40-44,117
2020-W5,45-49,193
2020-W5,50-54,455
2020-W5,55-59,722
2020-W5,60-64,988
2020-W5,65-69,1432
2020-W5,70-74,1488
2020-W5,75-79,2611
2020-W5,80-84,3931
2020-W5,85-89,3603
2020-W5,90-94,2768
2020-W5,95+,1186
2020-W5,Insgesamt,19774
2020-W50,0-29,130
2020-W50,30-34,44
2020-W50,35-39,76
2020-W50,40-44,129
2020-W50,45-49,203
2020-W50,50-54,429
2020-W50,55-59,762
2020-W50,60-64,1083
2020-W50,65-69,1438
2020-W50,70-74,1857
2020-W50,75-79,2837
2020-W50,80-84,4901
2020-W50,85-89,4862
2020-W50,90-94,3686
2020-W50,95+,1566
2020-W50,Insgesamt,24003
2020-W51,0-29,106
2020-W51,30-34,57
2020-W51,35-39,96
2020-W51,40-44,119
2020-W51,45-49,172
2020-W51,50-54,398
2020-W51,55-59,763
2020-W51,60-64,1136
2020-W51,65-69,1480
2020-W51,70-74,1926
2020-W51,75-79,2899
2020-W51,80-84,5092
2020-W51,85-89,5054
2020-W51,90-94,3879
2020-W51,95+,1547
2020-W51,Insgesamt,24724
2020-W52,0-29,147
2020-W52,30-34,51
2020-W52,35-39,91
2020-W52,40-44,123
2020-W52,45-49,171
2020-W52,50-54,398
2020-W52,55-59,770
2020-W52,60-64,1127
2020-W52,65-69,1476
2020-W52,70-74,1981
2020-W52,75-79,2977
2020-W52,80-84,5304
2020-W52,85-89,5218
2020-W52,90-94,4013
2020-W52,95+,1707
2020-W52,Insgesamt,25554
2020-W53,0-29,126
2020-W53,30-34,49
2020-W53,35-39,84
2020-W53,40-44,114
2020-W53,45-49,203
2020-W53,50-54,444
2020-W53,55-59,801
2020-W53,60-64,1131
2020-W53,65-69,1620
2020-W53,70-74,1882
2020-W53,75-79,2976
2020-W53,80-84,5379
2020-W53,85-89,5085
2020-W53,90-94,4013
2020-W53,95+,1634
2020-W53,Insgesamt,25541
2020-W6,0-29,151
2020-W6,30-34,51
2020-W6,35-39,77
2020-W6,40-44,115
2020-W6,45-49,185
2020-W6,50-54,426
2020-W6,55-59,751
2020-W6,60-64,951
2020-W6,65-69,1310
2020-W6,70-74,1511
2020-W6,75-79,2520
2020-W6,80-84,3615
2020-W6,85-89,3519
2020-W6,90-94,2719
2020-W6,95+,1137
2020-W6,Insgesamt,19038
2020-W7,0-29,153
2020-W7,30-34,41
2020-W7,35-39,72
2020-W7,40-44,128
2020-W7,45-49,199
2020-W7,50-54,407
2020-W7,55-59,738
2020-W7,60-64,1023
2020-W7,65-69,1336
2020-W7,70-74,1507
2020-W7,75-79,2621
2020-W7,80-84,3890
2020-W7,85-89,3563
2020-W7,90-94,2834
2020-W7,95+,1136
2020-W7,Insgesamt,19648
2020-W8,0-29,154
2020-W8,30-34,45
2020-W8,35-39,90
2020-W8,40-44,100
2020-W8,45-49,198
2020-W8,50-54,410
2020-W8,55-59,670
2020-W8,60-64,1018
2020-W8,65-69,1374
2020-W8,70-74,1494
2020-W8,75-79,2440
2020-W8,80-84,3789
2020-W8,85-89,3363
2020-W8,90-94,2651
2020-W8,95+,1157
2020-W8,Insgesamt,18953
2020-W9,0-29,142
2020-W9,30-34,55
2020-W9,35-39,73
2020-W9,40-44,106
2020-W9,45-49,202
2020-W9,50-54,384
2020-W9,55-59,717
2020-W9,60-64,1039
2020-W9,65-69,1300
2020-W9,70-74,1503
2020-W9,75-79,2533
2020-W9,80-84,3900
2020-W9,85-89,3523
2020-W9,90-94,2884
2020-W9,95+,1144
2020-W9,Insgesamt,19505
2021-W1,0-29,110
2021-W1,30-34,47
2021-W1,35-39,72
2021-W1,40-44,114
2021-W1,45-49,183
2021-W1,50-54,444
2021-W1,55-59,802
2021-W1,60-64,1205
2021-W1,65-69,1512
2021-W1,70-74,1908
2021-W1,75-79,2864
2021-W1,80-84,5181
2021-W1,85-89,4965
2021-W1,90-94,3901
2021-W1,95+,1611
2021-W1,Insgesamt,24919
2021-W10,0-29,109
2021-W10,30-34,66
2021-W10,35-39,77
2021-W10,40-44,110
2021-W10,45-49,179
2021-W10,50-54,400
2021-W10,55-59,688
2021-W10,60-64,1049
2021-W10,65-69,1324
2021-W10,70-74,1635
2021-W10,75-79,2198
2021-W10,80-84,3655
2021-W10,85-89,3490
2021-W10,90-94,2583
2021-W10,95+,1043
2021-W10,Insgesamt,18606
2021-W11,0-29,146
2021-W11,30-34,53
2021-W11,35-39,80
2021-W11,40-44,101
2021-W11,45-49,204
2021-W11,50-54,371
2021-W11,55-59,669
2021-W11,60-64,926
2021-W11,65-69,1332
2021-W11,70-74,1632
2021-W11,75-79,2148
2021-W11,80-84,3741
2021-W11,85-89,3336
2021-W11,90-94,2539
2021-W11,95+,1096
2021-W11,Insgesamt,18374
2021-W12,0-29,106
2021-W12,30-34,53
2021-W12,35-39,66
2021-W12,40-44,118
2021-W12,45-49,192
2021-W12,50-54,396
2021-W12,55-59,706
2021-W12,60-64,1019
2021-W12,65-69,1336
2021-W12,70-74,1615
2021-W12,75-79,2260
2021-W12,80-84,3512
2021-W12,85-89,3435
2021-W12,90-94,2584
2021-W12,95+,1039
2021-W12,Insgesamt,18437
2021-W13,0-29,136
2021-W13,30-34,52
2021-W13,35-39,80
2021-W13,40-44,123
2021-W13,45-49,197
2021-W13,50-54,415
2021-W13,55-59,712
2021-W13,60-64,1017
2021-W13,65-69,1298
2021-W13,70-74,1627
2021-W13,75-79,2292
2021-W13,80-84,3698
2021-W13,85-89,3418
2021-W13,90-94,2451
2021-W13,95+,1004
2021-W13,Insgesamt,18520
2021-W14,0-29,128
2021-W14,30-34,45
2021-W14,35-39,84
2021-W14,40-44,117
2021-W14,45-49,193
2021-W14,50-54,424
2021-W14,55-59,745
2021-W14,60-64,996
2021-W14,65-69,1409
2021-W14,70-74,1697
2021-W14,75-79,2166
2021-W14,80-84,3771
2021-W14,85-89,3473
2021-W14,90-94,2590
2021-W14,95+,1035
2021-W14,Insgesamt,18873
2021-W15,0-29,140
2021-W15,30-34,55
2021-W15,35-39,71
2021-W15,40-44,110
2021-W15,45-49,198
2021-W15,50-54,405
2021-W15,55-59,817
2021-W15,60-64,1039
2021-W15,65-69,1382
2021-W15,70-74,1773
2021-W15,75-79,2304
2021-W15,80-84,3737
2021-W15,85-89,3462
2021-W15,90-94,2545
2021-W15,95+,1060
2021-W15,Insgesamt,19098
2021-W16,0-29,154
2021-W16,30-34,53
2021-W16,35-39,79
2021-W16,40-44,129
2021-W16,45-49,189
2021-W16,50-54,471
2021-W16,55-59,758
2021-W16,60-64,1093
2021-W16,65-69,1483
2021-W16,70-74,1750
2021-W16,75-79,2322
2021-W16,80-84,3684
2021-W16,85-89,3495
2021-W16,90-94,2535
2021-W16,95+,1087
2021-W16,Insgesamt,19282
2021-W17,0-29,116
2021-W17,30-34,57
2021-W17,35-39,78
2021-W17,40-44,132
2021-W17,45-49,191
2021-W17,50-54,486
2021-W17,55-59,776
2021-W17,60-64,1138
2021-W17,65-69,1443
2021-W17,70-74,1742
2021-W17,75-79,2382
2021-W17,80-84,3913
2021-W17,85-89,3490
2021-W17,90-94,2507
2021-W17,95+,1104
2021-W17,Insgesamt,19555
2021-W18,0-29,148
2021-W18,30-34,52
2021-W18,35-39,94
2021-W18,40-44,153
2021-W18,45-49,208
2021-W18,50-54,434
2021-W18,55-59,782
2021-W18,60-64,1117
2021-W18,65-69,1421
2021-W18,70-74,1788
2021-W18,75-79,2274
2021-W18,80-84,3765
2021-W18,85-89,3563
2021-W18,90-94,2471
2021-W18,95+,1059
2021-W18,Insgesamt,19329
2021-W19,0-29,131
2021-W19,30-34,42
2021-W19,35-39,98
2021-W19,40-44,124
2021-W19,45-49,195
2021-W19,50-54,385
2021-W19,55-59,696
2021-W19,60-64,1003
2021-W19,65-69,1397
2021-W19,70-74,1729
2021-W19,75-79,2167
2021-W19,80-84,3694
2021-W19,85-89,3364
2021-W19,90-94,2504
2021-W19,95+,1050
2021-W19,Insgesamt,18579
2021-W2,0-29,122
2021-W2,30-34,50
2021-W2,35-39,72
2021-W2,40-44,123
2021-W2,45-49,244
2021-W2,50-54,430
2021-W2,55-59,804
2021-W2,60-64,1168
2021-W2,65-69,1536
2021-W2,70-74,1921
2021-W2,75-79,2839
2021-W2,80-84,5095
2021-W2,85-89,4809
2021-W2,90-94,3783
2021-W2,95+,1536
2021-W2,Insgesamt,24532
2021-W20,0-29,150
2021-W20,30-34,55
2021-W20,35-39,79
2021-W20,40-44,117
2021-W20,45-49,190
2021-W20,50-54,399
2021-W20,55-59,742
2021-W20,60-64,1010
2021-W20,65-69,1356
2021-W20,70-74,1703
2021-W20,75-79,2024
2021-W20,80-84,3474
2021-W20,85-89,3238
2021-W20,90-94,2298
2021-W20,95+,976
2021-W20,Insgesamt,17811
2021-W21,0-29,144
2021-W21,30-34,49
2021-W21,35-39,76
2021-W21,40-44,96
2021-W21,45-49,178
2021-W21,50-54,379
2021-W21,55-59,697
2021-W21,60-64,983
2021-W21,65-69,1284
2021-W21,70-74,1574
2021-W21,75-79,1973
2021-W21,80-84,3298
2021-W21,85-89,3104
2021-W21,90-94,2364
2021-W21,95+,994
2021-W21,Insgesamt,17193
2021-W22,0-29,157
2021-W22,30-34,46
2021-W22,35-39,86
2021-W22,40-44,115
2021-W22,45-49,169
2021-W22,50-54,383
2021-W22,55-59,735
2021-W22,60-64,1003
2021-W22,65-69,1399
2021-W22,70-74,1563
2021-W22,75-79,2031
2021-W22,80-84,3524
2021-W22,85-89,3380
2021-W22,90-94,2539
2021-W22,95+,1061
2021-W22,Insgesamt,18191
2021-W23,0-29,149
2021-W23,30-34,37
2021-W23,35-39,78
2021-W23,40-44,118
2021-W23,45-49,182
2021-W23,50-54,387
2021-W23,55-59,744
2021-W23,60-64,981
2021-W23,65-69,1261
2021-W23,70-74,1555
2021-W23,75-79,2009
2021-W23,80-84,3480
2021-W23,85-89,3125
2021-W23,90-94,2351
2021-W23,95+,985
2021-W23,Insgesamt,17442
2021-W24,0-29,164
2021-W24,30-34,44
2021-W24,35-39,82
2021-W24,40-44,124
2021-W24,45-49,190
2021-W24,50-54,413
2021-W24,55-59,734
2021-W24,60-64,1067
2021-W24,65-69,1327
2021-W24,70-74,1699
2021-W24,75-79,2160
2021-W24,80-84,3729
2021-W24,85-89,3564
2021-W24,90-94,2611
2021-W24,95+,1168
2021-W24,Insgesamt,19076
2021-W25,0-29,161
2021-W25,30-34,57
2021-W25,35-39,83
2021-W25,40-44,113
2021-W25,45-49,198
2021-W25,50-54,347
2021-W25,55-59,653
2021-W25,60-64,998
2021-W25,65-69,1240
2021-W25,70-74,1464
2021-W25,75-79,1967
2021-W25,80-84,3352
2021-W25,85-89,3174
2021-W25,90-94,2406
2021-W25,95+,978
2021-W25,Insgesamt,17191
2021-W26,0-29,149
2021-W26,30-34,47
2021-W26,35-39,74
2021-W26,40-44,104
2021-W26,45-49,164
2021-W26,50-54,392
2021-W26,55-59,723
2021-W26,60-64,970
2021-W26,65-69,1215
2021-W26,70-74,1522
2021-W26,75-79,1862
2021-W26,80-84,3395
2021-W26,85-89,3136
2021-W26,90-94,2256
2021-W26,95+,1004
2021-W26,Insgesamt,17013
2021-W27,0-29,144
2021-W27,30-34,58
2021-W27,35-39,54
2021-W27,40-44,99
2021-W27,45-49,186
2021-W27,50-54,364
2021-W27,55-59,685
2021-W27,60-64,962
2021-W27,65-69,1245
2021-W27,70-74,1576
2021-W27,75-79,1888
2021-W27,80-84,3314
2021-W27,85-89,3105
2021-W27,90-94,2295
2021-W27,95+,1019
2021-W27,Insgesamt,16994
2021-W28,0-29,138
2021-W28,30-34,64
2021-W28,35-39,87
2021-W28,40-44,125
2021-W28,45-49,193
2021-W28,50-54,367
2021-W28,55-59,704
2021-W28,60-64,996
2021-W28,65-69,1348
2021-W28,70-74,1560
2021-W28,75-79,2028
2021-W28,80-84,3362
2021-W28,85-89,3210
2021-W28,90-94,2406
2021-W28,95+,1074
2021-W28,Insgesamt,17662
2021-W29,0-29,151
2021-W29,30-34,49
2021-W29,35-39,64
2021-W29,40-44,100
2021-W29,45-49,201
2021-W29,50-54,382
2021-W29,55-59,677
2021-W29,60-64,987
2021-W29,65-69,1278
2021-W29,70-74,1557
2021-W29,75-79,1937
2021-W29,80-84,3430
2021-W29,85-89,3279
2021-W29,90-94,2445
2021-W29,95+,1076
2021-W29,Insgesamt,17613
2021-W3,0-29,124
2021-W3,30-34,56
2021-W3,35-39,70
2021-W3,40-44,116
2021-W3,45-49,215
2021-W3,50-54,447
2021-W3,55-59,775
2021-W3,60-64,1133
2021-W3,65-69,1543
2021-W3,70-74,1908
2021-W3,75-79,2786
2021-W3,80-84,4958
2021-W3,85-89,4849
2021-W3,90-94,3619
2021-W3,95+,1530
2021-W3,Insgesamt,24129
2021-W30,0-29,140
2021-W30,30-34,50
2021-W30,35-39,63
2021-W30,40-44,107
2021-W30,45-49,193
2021-W30,50-54,347
2021-W30,55-59,673
2021-W30,60-64,948
2021-W30,65-69,1192
2021-W30,70-74,1577
2021-W30,75-79,1985
2021-W30,80-84,3473
2021-W30,85-89,3169
2021-W30,90-94,2265
2021-W30,95+,1029
2021-W30,Insgesamt,17211
2021-W31,0-29,147
2021-W31,30-34,46
2021-W31,35-39,82
2021-W31,40-44,91
2021-W31,45-49,167
2021-W31,50-54,394
2021-W31,55-59,695
2021-W31,60-64,943
2021-W31,65-69,1239
2021-W31,70-74,1509
2021-W31,75-79,1889
2021-W31,80-84,3241
2021-W31,85-89,3252
2021-W31,90-94,2299
2021-W31,95+,1027
2021-W31,Insgesamt,17021
2021-W32,0-29,137
2021-W32,30-34,58
2021-W32,35-39,89
2021-W32,40-44,111
2021-W32,45-49,168
2021-W32,50-54,377
2021-W32,55-59,684
2021-W32,60-64,926
2021-W32,65-69,1221
2021-W32,70-74,1572
2021-W32,75-79,1948
2021-W32,80-84,3325
2021-W32,85-89,3258
2021-W32,90-94,2555
2021-W32,95+,1131
2021-W32,Insgesamt,17560
2021-W33,0-29,135
2021-W33,30-34,63
2021-W33,35-39,79
2021-W33,40-44,126
2021-W33,45-49,193
2021-W33,50-54,367
2021-W33,55-59,672
2021-W33,60-64,920
2021-W33,65-69,1274
2021-W33,70-74,1505
2021-W33,75-79,1982
2021-W33,80-84,3396
2021-W33,85-89,3303
2021-W33,90-94,2413
2021-W33,95+,1073
2021-W33,Insgesamt,17501
2021-W34,0-29,144
2021-W34,30-34,36
2021-W34,35-39,69
2021-W34,40-44,105
2021-W34,45-49,161
2021-W34,50-54,360
2021-W34,55-59,673
2021-W34,60-64,999
2021-W34,65-69,1184
2021-W34,70-74,1531
2021-W34,75-79,1922
2021-W34,80-84,3404
2021-W34,85-89,3235
2021-W34,90-94,2324
2021-W34,95+,1004
2021-W34,Insgesamt,17151
2021-W35,0-29,136
2021-W35,30-34,56
2021-W35,35-39,89
2021-W35,40-44,105
2021-W35,45-49,185
2021-W35,50-54,381
2021-W35,55-59,674
2021-W35,60-64,1011
2021-W35,65-69,1213
